QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%),year
Q1,April to June,2021/22,N09000005,Derry City & Strabane,NWRWMG,Finalised,23047,49,7461,4184,11645,11695,50.5,6975,996,34.6,2079,9,1265,0,0,19932,49,5433,4171,9604,9654,48.2,1868,9.4,60277,331,150834,132,7624,18206,419,2021
Q1,April to June,2021/22,N09000006,Fermanagh & Omagh,No waste management group,Finalised,15555,54,4523,3072,7594,7648,48.8,2457,739,20.5,4283,27.5,2678,0,0,13489,54,3733,3072,6805,6859,50.4,3503,26,45678,295,116926,115,6321,13009,486,2021
Q1,April to June,2021/22,N09000007,Lisburn & Castlereagh,arc21,Finalised,22399,37,5345,6788,12133,12170,54.2,809,1105,8.5,8212,36.7,3800,0,0,20376,37,3808,6676,10483,10521,51.5,7880,38.7,60154,339,149272,136,9903,19539,507,2021
Q1,April to June,2021/22,N09000008,Mid & East Antrim,arc21,Finalised,21553,56,4797,6783,11580,11636,53.7,1546,1017,11.9,7315,33.9,3508,0,0,19708,56,3720,6759,10479,10535,53.2,6707,34,57896,340,139127,142,10395,19487,533,2021
Q1,April to June,2021/22,N09000009,Mid Ulster,No waste management group,Finalised,23303,105,6068,7675,13743,13848,59,7613,939,36.7,798,3.4,336,0,0,20220,105,4552,7675,12227,12333,60.5,649,3.2,53213,380,150598,134,11984,19741,607,2021
Q1,April to June,2021/22,N09000010,"Newry, Mourne & Down",arc21,Finalised,24059,31,5551,6482,12033,12064,50,9248,1220,43.5,1357,5.6,658,0,0,22362,31,5019,6482,11501,11533,51.4,1206,5.4,67274,332,182345,123,11005,21727,506,2021
Q1,April to June,2021/22,NI,Northern Ireland,0,Finalised,284776,658,73667,74128,147795,148454,51.9,56058,11708,23.8,61526,21.6,31941,0,0,250430,658,56613,73593,130206,130865,52,54043,21.6,764279,328,1904564,131,121170,239497,506,2021
Q2,July to September,2021/22,N09000001,Antrim & Newtownabbey,arc21,Finalised,28203,35,9591,8497,18088,18123,64.1,2311,1482,13.5,6070,21.5,2693,0,0,21522,35,4834,8497,13331,13366,61.9,4722,21.9,59275,363,145852,148,12874,20673,623,2021
Q2,July to September,2021/22,N09000011,Ards & North Down,arc21,Finalised,25051,123,5325,7801,13126,13249,52.4,368,1086,5.8,10315,41.2,4593,0,0,23575,123,4294,7702,11996,12119,50.9,10022,42.5,70325,335,163827,144,11989,23381,513,2021
Q2,July to September,2021/22,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,30584,44,7987,8991,16978,17022,55.5,8901,1126,32.8,2161,7.1,1073,0,0,27300,44,6371,8870,15241,15285,55.8,1895,6.9,84457,323,219127,125,13857,25834,536,2021
Q2,July to September,2021/22,N09000003,Belfast,arc21,Finalised,43869,161,9372,8120,17492,17653,39.9,6556,371,15.8,17633,40.2,10949,0,0,40266,161,8897,7868,16765,16926,41.6,15676,38.9,149288,270,344992,117,15083,37931,398,2021
Q2,July to September,2021/22,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,22592,63,5003,6523,11526,11590,51,4582,621,23,4990,22.1,2243,0,0,20173,63,4612,6523,11136,11199,55.2,3974,19.7,57231,352,141664,142,9908,19329,513,2021
Q2,July to September,2021/22,N09000005,Derry City & Strabane,NWRWMG,Finalised,22253,41,6743,4379,11122,11163,50,6763,924,34.5,2099,9.4,1196,0,0,19416,41,5091,4370,9461,9502,48.7,1882,9.7,60423,321,150834,129,7677,18019,426,2021
Q2,July to September,2021/22,N09000006,Fermanagh & Omagh,No waste management group,Finalised,15258,5,4230,3078,7308,7312,47.9,1409,674,13.7,5473,35.9,3336,0,0,13230,5,3470,3078,6548,6553,49.5,4487,33.9,45788,289,116926,113,6230,12786,487,2021
Q2,July to September,2021/22,N09000007,Lisburn & Castlereagh,arc21,Finalised,21259,35,4798,6848,11645,11680,54.8,849,1022,8.8,7634,35.9,3255,0,0,19536,35,3479,6822,10301,10336,52.7,7296,37.3,60318,324,149272,131,9824,18864,521,2021
Q2,July to September,2021/22,N09000008,Mid & East Antrim,arc21,Finalised,20949,53,4416,6919,11334,11387,54.1,1840,702,12.1,6992,33.4,3246,0,0,18320,53,3381,6893,10274,10327,56.1,5758,31.4,58016,316,139127,132,10247,18169,564,2021
Q2,July to September,2021/22,N09000009,Mid Ulster,No waste management group,Finalised,22890,103,5926,7701,13627,13730,59.5,7455,857,36.3,768,3.4,311,0,0,20177,103,4616,7701,12317,12420,61,636,3.2,53364,378,150598,134,12118,19782,613,2021
Q2,July to September,2021/22,N09000010,"Newry, Mourne & Down",arc21,Finalised,22850,0,5312,6125,11437,11437,50,8923,1066,43.7,1288,5.6,617,0,0,21113,0,4780,6125,10905,10905,51.6,1133,5.4,67459,313,182345,116,10453,20468,511,2021
Q2,July to September,2021/22,NI,Northern Ireland,0,Finalised,275759,664,68702,74981,143683,144347,52.1,49958,9931,21.7,65423,23.7,33513,0,0,244627,664,53791,74449,128240,128904,52.4,57481,23.5,765944,319,1904564,128,120260,235235,511,2021
Q3,October to December,2021/22,N09000001,Antrim & Newtownabbey,arc21,Finalised,24423,32,8665,6479,15144,15177,62,1885,1276,12.9,5889,24.1,3299,0,0,18793,32,4948,6479,11427,11459,60.8,4591,24.4,59463,316,145852,129,11167,18104,617,2021
Q3,October to December,2021/22,N09000011,Ards & North Down,arc21,Finalised,21141,66,4954,5376,10330,10396,48.9,419,890,6.2,9302,44,4771,0,0,19681,66,4201,5276,9478,9544,48.2,8764,44.5,70446,279,163827,120,9424,19315,488,2021
Q3,October to December,2021/22,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,27140,39,7327,6375,13702,13741,50.5,5942,898,25.2,5572,20.5,3090,0,0,24308,39,6176,6173,12349,12388,50.8,4903,20.2,84731,287,219127,111,10954,22833,480,2021
Q3,October to December,2021/22,N09000003,Belfast,arc21,Finalised,41228,82,8580,6266,14846,14928,36,6031,525,15.9,18175,44.1,11491,0,0,35862,82,8059,6032,14091,14173,39.3,14924,41.6,149451,240,344992,104,12518,33387,375,2021
Q3,October to December,2021/22,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,19289,57,5067,3891,8958,9015,46.4,2832,586,17.7,6286,32.6,3370,0,0,16840,57,4609,3891,8500,8557,50.5,4932,29.3,57379,293,141664,119,7101,15903,447,2021
Q3,October to December,2021/22,N09000005,Derry City & Strabane,NWRWMG,Finalised,19437,40,6167,2627,8795,8835,45.2,3907,771,24.1,4977,25.6,3218,0,0,17232,40,4991,2618,7609,7649,44.2,4482,26,60554,285,150834,114,5723,15618,366,2021
Q3,October to December,2021/22,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14033,3,3758,2470,6228,6231,44.4,736,592,9.5,6315,45,3988,0,0,12296,3,3210,2470,5680,5683,46.2,5238,42.6,45881,268,116926,105,5356,11792,454,2021
Q3,October to December,2021/22,N09000007,Lisburn & Castlereagh,arc21,Finalised,18769,34,4536,4870,9405,9439,50.1,957,919,10,7338,39.1,3702,0,0,17358,34,3539,4797,8336,8370,48,7040,40.6,60508,287,149272,116,7859,16434,478,2021
Q3,October to December,2021/22,N09000008,Mid & East Antrim,arc21,Finalised,17946,57,3851,4708,8559,8616,47.7,1555,572,11.9,7083,39.5,3853,0,0,15971,57,3179,4687,7866,7923,49.3,6049,37.9,58125,275,139127,115,7823,15642,500,2021
Q3,October to December,2021/22,N09000009,Mid Ulster,No waste management group,Finalised,20520,94,5259,5907,11167,11260,54.4,7488,885,40.8,866,4.2,420,0,0,18131,94,4215,5907,10122,10216,55.8,724,4,53494,339,150598,120,9912,17724,559,2021
Q3,October to December,2021/22,N09000010,"Newry, Mourne & Down",arc21,Finalised,20788,30,4837,4415,9252,9283,44.5,9091,812,47.6,1437,6.9,787,0,0,18977,30,4368,4415,8783,8813,46.3,1251,6.6,67656,280,182345,104,8315,18283,455,2021
Q3,October to December,2021/22,NI,Northern Ireland,0,Finalised,244715,535,63001,53384,116386,116920,47.6,40842,8728,20.3,73239,29.9,41989,0,0,215450,535,51469,52745,104214,104749,48.4,62898,29.2,767689,281,1904564,113,96151,205035,469,2021
Q4,January to March,2021/22,N09000001,Antrim & Newtownabbey,arc21,Finalised,24532,38,9184,5226,14410,14448,58.7,1866,1507,13.7,6455,26.3,3636,0,0,18139,38,4718,5226,9944,9982,54.8,5081,28,59670,304,145852,124,9365,17279,542,2021
Q4,January to March,2021/22,N09000011,Ards & North Down,arc21,Finalised,19842,75,4646,4020,8666,8741,43.7,280,898,5.9,9791,49.3,5596,0,0,18455,75,3899,3922,7820,7895,42.4,9310,50.4,70602,261,163827,113,7683,17992,427,2021
Q4,January to March,2021/22,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,25488,36,7521,5063,12584,12620,49.4,8435,913,36.7,2796,11,1607,0,0,22809,36,6369,4965,11334,11371,49.7,2460,10.8,84975,268,219127,104,10158,21591,470,2021
Q4,January to March,2021/22,N09000003,Belfast,arc21,Finalised,37578,78,8054,5111,13165,13243,35,13869,501,38.2,8363,22.3,5352,0,0,32120,78,7461,5008,12469,12546,38.8,6693,20.8,149422,215,344992,93,11060,30062,368,2021
Q4,January to March,2021/22,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,16666,59,4453,2680,7134,7192,42.8,4697,514,31.3,3781,22.7,2154,0,0,14903,59,4187,2680,6868,6926,46.1,3124,21,57417,260,141664,105,5909,14106,419,2021
Q4,January to March,2021/22,N09000005,Derry City & Strabane,NWRWMG,Finalised,18803,37,5194,1995,7189,7227,38.2,5841,825,35.4,4225,22.5,2619,0,0,16532,37,4138,1977,6115,6152,37,3822,23.1,60685,272,150834,110,4798,15493,310,2021
Q4,January to March,2021/22,N09000006,Fermanagh & Omagh,No waste management group,Finalised,13365,3,3673,1873,5546,5549,41.5,745,606,10.1,6165,46.1,4024,0,0,11724,3,3251,1873,5124,5127,43.7,5097,43.5,46079,254,116926,100,4895,11338,432,2021
Q4,January to March,2021/22,N09000007,Lisburn & Castlereagh,arc21,Finalised,17871,39,4407,4054,8461,8499,47.3,887,903,10,7483,41.9,3979,0,0,16370,39,3326,4023,7349,7387,44.9,7139,43.6,60732,270,149272,110,6964,15694,444,2021
Q4,January to March,2021/22,N09000008,Mid & East Antrim,arc21,Finalised,16241,45,3786,3589,7375,7420,45.4,1576,559,13.1,6635,40.9,3888,0,0,14349,45,3084,3574,6658,6703,46.4,5694,39.7,58307,246,139127,103,6630,14168,468,2021
Q4,January to March,2021/22,N09000009,Mid Ulster,No waste management group,Finalised,19371,106,5528,4339,9867,9973,50.9,7435,1044,43.8,862,4.4,470,0,0,17035,106,4572,4339,8912,9017,52.3,735,4.3,53928,316,150598,113,8805,16732,526,2021
Q4,January to March,2021/22,N09000010,"Newry, Mourne & Down",arc21,Finalised,19630,30,5119,4010,9129,9159,46.5,8292,921,46.9,1157,5.9,623,0,0,17904,30,4690,4010,8700,8730,48.6,993,5.5,67984,263,182345,98,8356,17402,480,2021
Q4,January to March,2021/22,NI,Northern Ireland,0,Finalised,229387,544,61564,41962,103526,104070,45.1,53923,9191,27.5,57712,25.2,33948,0,0,200339,544,49695,41597,91292,91836,45.6,50150,25,769802,260,1904564,105,84624,191855,441,2021
Q1,April to June,2022/23,N09000001,Antrim & Newtownabbey,arc21,Finalised,27624,40,9564,8273,17837,17877,64.6,1940,1448,12.3,5714,20.7,2532,0,0,21018,40,4851,8273,13124,13164,62.4,4470,21.3,59872,351,146148,144,12621,20052,629,2022
Q1,April to June,2022/23,N09000011,Ards & North Down,arc21,Finalised,24202,76,5382,8024,13406,13482,55.4,315,945,5.2,9440,39,3979,0,0,22618,76,4418,7928,12346,12422,54.6,8971,39.7,70726,320,164223,138,12394,22536,550,2022
Q1,April to June,2022/23,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,29612,35,7446,9568,17014,17048,57.5,8309,889,31.1,2469,8.3,1098,0,0,26695,35,6045,9445,15489,15524,58,2175,8.1,85238,313,220271,121,14268,25400,562,2022
Q1,April to June,2022/23,N09000003,Belfast,arc21,Finalised,40907,82,8007,7995,16002,16084,39.1,10380,689,27.1,12504,30.6,7467,0,0,35467,82,7407,7694,15101,15183,42.6,10162,28.7,149625,237,348005,102,13768,33418,412,2022
Q1,April to June,2022/23,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,22105,56,5112,6287,11400,11455,51.6,4757,631,24.4,4642,21,2078,0,0,19722,56,4701,6287,10988,11044,55.7,3696,18.7,57540,343,141316,140,9674,18774,515,2022
Q1,April to June,2022/23,N09000005,Derry City & Strabane,NWRWMG,Finalised,20442,43,6156,3999,10155,10198,49.7,6094,781,33.6,2444,12,1494,0,0,17949,43,4670,3992,8662,8705,48.3,2207,12.3,60827,295,150836,119,7737,16509,469,2022
Q1,April to June,2022/23,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14070,4,3436,3007,6442,6446,45.8,780,635,10.1,6039,42.9,3477,0,0,12332,4,3025,3007,6032,6036,48.9,4851,39.3,46163,267,116994,105,5884,12075,487,2022
Q1,April to June,2022/23,N09000007,Lisburn & Castlereagh,arc21,Finalised,20365,40,4531,6602,11133,11173,54.7,1187,597,8.8,7308,35.9,3251,0,0,17942,40,3126,6555,9682,9722,54,6482,36.1,60895,295,149915,120,9402,17313,543,2022
Q1,April to June,2022/23,N09000008,Mid & East Antrim,arc21,Finalised,20192,51,4156,6972,11129,11180,55.1,1613,596,10.9,6766,33.5,3048,0,0,17700,51,3072,6960,10033,10084,56.7,5647,31.9,58408,303,139200,127,10040,17546,572,2022
Q1,April to June,2022/23,N09000009,Mid Ulster,No waste management group,Finalised,21546,138,5348,7467,12815,12953,59.5,7137,660,36.2,697,3.2,286,0,0,19091,138,4153,7467,11620,11758,60.9,584,3.1,54039,353,151001,126,11449,18670,613,2022
Q1,April to June,2022/23,N09000010,"Newry, Mourne & Down",arc21,Finalised,22351,32,4857,6354,11211,11243,50.2,8837,898,43.6,1187,5.3,564,0,0,20727,32,4367,6344,10710,10743,51.7,1052,5.1,68129,304,182634,113,10257,20125,510,2022
Q1,April to June,2022/23,NI,Northern Ireland,0,Finalised,263416,598,63995,74547,138542,139140,52.6,51348,8768,22.8,59210,22.5,29273,0,0,231261,598,49835,73952,123787,124385,53.5,50297,21.7,771461,300,1910543,121,117493,222418,528,2022
Q2,July to September,2022/23,N09000001,Antrim & Newtownabbey,arc21,Finalised,27467,74,9161,8167,17327,17401,63.1,2540,1241,13.8,6285,22.9,3029,0,0,20876,74,4594,8167,12761,12835,61.1,4922,23.6,60040,348,146148,143,12206,19917,613,2022
Q2,July to September,2022/23,N09000011,Ards & North Down,arc21,Finalised,23240,77,4905,7271,12176,12254,52.4,293,943,5.3,9610,41.4,4293,0,0,21611,77,3953,7175,11128,11205,51.5,9092,42.1,70847,305,164223,132,11105,21229,523,2022
Q2,July to September,2022/23,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,20110,29,4840,6358,11198,11227,55.7,6350,677,34.9,1288,6.4,589,0,0,18041,29,3945,6278,10223,10252,56.7,1119,6.2,85467,211,220271,82,9322,17126,544,2022
Q2,July to September,2022/23,N09000003,Belfast,arc21,Finalised,40860,105,7977,7492,15469,15574,37.9,11324,966,30.1,11636,28.5,6982,0,0,34836,105,7283,7385,14668,14773,42.1,9150,26.3,149801,233,348005,100,13479,32879,410,2022
Q2,July to September,2022/23,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,22084,64,4899,5964,10863,10927,49.2,4654,632,23.9,5396,24.4,2543,0,0,18375,64,4285,5964,10249,10313,55.8,3750,20.4,57654,319,141316,130,9265,17545,528,2022
Q2,July to September,2022/23,N09000005,Derry City & Strabane,NWRWMG,Finalised,21092,47,6342,4159,10501,10548,49.8,6973,858,37.1,1890,9,1165,0,0,18713,47,4901,4149,9049,9096,48.4,1729,9.2,60950,307,150836,124,7964,17203,463,2022
Q2,July to September,2022/23,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14861,5,3912,3050,6962,6966,46.8,1106,676,12,5965,40.1,3564,0,0,12847,5,3260,3050,6310,6315,49.1,4800,37.4,46255,278,116994,110,5873,12166,483,2022
Q2,July to September,2022/23,N09000007,Lisburn & Castlereagh,arc21,Finalised,17983,46,4261,5343,9604,9650,53.4,1190,599,9.9,6467,36,3030,0,0,15477,46,2749,5343,8092,8138,52.3,5636,36.4,61041,254,149915,103,7925,15037,527,2022
Q2,July to September,2022/23,N09000008,Mid & East Antrim,arc21,Finalised,19935,63,4158,6685,10843,10906,54.4,1752,686,12.2,6550,32.9,3007,0,0,17485,63,3143,6667,9810,9873,56.1,5441,31.1,58495,299,139200,126,9839,17337,568,2022
Q2,July to September,2022/23,N09000009,Mid Ulster,No waste management group,Finalised,20207,106,5398,6412,11810,11916,58.4,7064,503,37.4,673,3.3,305,0,0,17673,106,4227,6412,10639,10745,60.2,553,3.1,54148,326,151001,117,10554,17392,607,2022
Q2,July to September,2022/23,N09000010,"Newry, Mourne & Down",arc21,Finalised,21736,39,5151,5902,11053,11092,50.9,8396,966,43.1,1140,5.2,550,0,0,20039,39,4642,5902,10544,10583,52.6,994,5,68269,294,182634,110,10112,19502,519,2022
Q2,July to September,2022/23,NI,Northern Ireland,0,Finalised,249575,654,61005,66802,127806,128461,51.2,51641,8746,24.2,56899,22.8,29057,0,0,215974,654,46981,66492,113473,114127,52.5,47186,21.8,772966,279,1910543,113,107645,207332,519,2022
Q3,October to December,2022/23,N09000001,Antrim & Newtownabbey,arc21,Finalised,22786,56,7969,5736,13705,13761,60.1,2268,964,14.2,5660,24.8,3247,0,0,17388,56,4453,5736,10189,10245,58.6,4381,25.2,60234,289,146148,119,9904,16663,594,2022
Q3,October to December,2022/23,N09000011,Ards & North Down,arc21,Finalised,19100,71,4742,4974,9716,9787,50.9,311,695,5.3,8247,43.2,4211,0,0,17675,71,4043,4879,8923,8994,50.5,7673,43.4,70972,249,164223,108,8780,17238,509,2022
Q3,October to December,2022/23,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,27747,39,7780,6482,14261,14300,51.4,9803,865,38.4,1923,6.9,1058,0,0,24691,39,6489,6269,12758,12797,51.7,1685,6.8,85696,288,220271,112,11422,23253,491,2022
Q3,October to December,2022/23,N09000003,Belfast,arc21,Finalised,38027,106,8073,5548,13621,13728,35.8,11384,459,31.1,11124,29.3,7030,0,0,32424,106,7483,5345,12828,12934,39.6,8883,27.4,149970,216,348005,93,11539,30352,380,2022
Q3,October to December,2022/23,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,19070,64,5751,3550,9301,9365,48.8,4418,493,25.7,4329,22.7,1904,0,0,15918,64,4924,3550,8474,8537,53.2,3192,20.1,57764,276,141316,113,6583,14941,441,2022
Q3,October to December,2022/23,N09000005,Derry City & Strabane,NWRWMG,Finalised,18196,44,6049,2310,8359,8403,45.9,6400,733,39.2,1896,10.4,1320,0,0,16012,44,4867,2296,7163,7207,44.7,1705,10.6,61047,262,150836,106,5972,14231,420,2022
Q3,October to December,2022/23,N09000006,Fermanagh & Omagh,No waste management group,Finalised,13022,2,3686,2183,5869,5871,45.1,1785,578,18.1,4599,35.3,3041,0,0,11429,2,3214,2183,5397,5399,47.2,3789,33.2,46358,247,116994,98,4962,10830,458,2022
Q3,October to December,2022/23,N09000007,Lisburn & Castlereagh,arc21,Finalised,18278,45,4238,4887,9125,9171,49.9,1230,488,9.4,7302,40,3787,0,0,16225,45,3232,4784,8016,8061,49.4,6503,40.1,61251,265,149915,108,7651,15452,495,2022
Q3,October to December,2022/23,N09000008,Mid & East Antrim,arc21,Finalised,16611,46,3613,4056,7669,7715,46.2,1527,357,11.3,6983,42,4029,0,0,14627,46,2968,4038,7007,7053,47.9,5909,40.4,58634,249,139200,105,6961,14417,483,2022
Q3,October to December,2022/23,N09000009,Mid Ulster,No waste management group,Finalised,18448,83,4666,5113,9780,9863,53,7207,650,42.6,697,3.8,348,0,0,16436,83,3890,5113,9003,9086,54.8,587,3.6,54294,303,151001,109,8850,16119,549,2022
Q3,October to December,2022/23,N09000010,"Newry, Mourne & Down",arc21,Finalised,19425,32,4540,4125,8665,8697,44.6,8735,687,48.5,1212,6.2,674,0,0,18038,32,4156,4125,8281,8313,45.9,1088,6,68455,264,182634,99,7738,17356,446,2022
Q3,October to December,2022/23,NI,Northern Ireland,0,Finalised,230709,588,61107,48965,110071,110660,47.7,55066,6970,26.9,53971,23.4,30649,0,0,200863,588,49719,48318,98038,98626,48.8,45395,22.6,774676,259,1910543,105,90361,190852,473,2022
Q4,January to March,2022/23,N09000001,Antrim & Newtownabbey,arc21,Finalised,22198,63,8190,4862,13052,13115,58.8,1992,1107,14,5779,26,3353,0,0,16561,63,4433,4862,9295,9358,56.1,4422,26.7,60364,274,146148,113,8812,15595,565,2022
Q4,January to March,2022/23,N09000011,Ards & North Down,arc21,Finalised,19434,75,4946,4644,9590,9665,49.3,329,759,5.6,8579,44.1,4641,0,0,17974,75,4231,4548,8780,8855,48.8,7990,44.5,70832,254,164223,109,8733,17622,496,2022
Q4,January to March,2022/23,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,25911,43,7586,5238,12824,12867,49.5,9748,928,41.2,1547,6,891,0,0,23052,43,6301,5194,11495,11538,49.9,1347,5.8,85910,268,220271,105,10237,21755,471,2022
Q4,January to March,2022/23,N09000003,Belfast,arc21,Finalised,38098,165,7964,4947,12911,13075,33.9,12071,650,33.4,10894,28.6,6966,0,0,32411,165,7444,4671,12115,12279,37.4,8711,26.9,150032,216,348005,93,10970,30480,360,2022
Q4,January to March,2022/23,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,17804,68,4933,2648,7580,7648,42.6,4777,567,30,4334,24.3,2708,0,0,15462,68,3981,2648,6629,6696,42.9,3673,23.8,57925,267,141316,109,5937,14554,408,2022
Q4,January to March,2022/23,N09000005,Derry City & Strabane,NWRWMG,Finalised,19384,51,6270,2073,8343,8394,43,7384,790,42.2,1909,9.8,1331,0,0,17206,51,5044,2060,7105,7156,41.3,1749,10.2,61264,281,150836,114,5874,15331,383,2022
Q4,January to March,2022/23,N09000006,Fermanagh & Omagh,No waste management group,Finalised,13408,2,3766,1861,5627,5629,42,1879,578,18.3,5194,38.7,3497,0,0,11778,2,3353,1861,5214,5216,44.3,4289,36.4,46511,253,116994,101,4868,11304,431,2022
Q4,January to March,2022/23,N09000007,Lisburn & Castlereagh,arc21,Finalised,17585,39,4375,3741,8116,8156,46.2,1367,567,11,7389,42,4172,0,0,15413,39,3182,3741,6923,6963,44.9,6572,42.6,61358,251,149915,103,6573,14660,448,2022
Q4,January to March,2022/23,N09000008,Mid & East Antrim,arc21,Finalised,16695,46,3711,3300,7010,7057,42,1421,616,12.2,7593,45.5,4511,0,0,14679,46,3017,3282,6298,6345,42.9,6498,44.3,58776,250,139200,105,6336,14638,433,2022
Q4,January to March,2022/23,N09000009,Mid Ulster,No waste management group,Finalised,18388,88,5463,4350,9814,9902,53.4,7179,647,42.6,623,3.4,347,0,0,16289,88,4554,4350,8904,8992,54.7,524,3.2,54528,299,151001,108,8687,15901,546,2022
Q4,January to March,2022/23,N09000010,"Newry, Mourne & Down",arc21,Finalised,19331,29,4962,3816,8778,8807,45.4,8803,574,48.5,957,5,531,0,0,17899,29,4573,3816,8389,8418,46.9,853,4.8,68633,261,182634,98,7984,17352,460,2022
Q4,January to March,2022/23,NI,Northern Ireland,0,Finalised,228236,669,62166,41480,103645,104315,45.4,56949,7782,28.4,54799,24,32946,0,0,198725,669,50113,41033,91146,91815,45.9,46628,23.5,776131,256,1910543,104,85010,189191,449,2022
