QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%),year
Q2,July to September,2010/11,95SS,Lisburn,arc21 (pre April 2015),Finalised,16254,0,3428,3826,7255,0,44.6,35,0,0.2,8847,54.4,0,0,0,14541,0,2651,3826,6477,0,44.5,7926,54.5,45537,319,119442,122,0,0,0,2010
Q2,July to September,2010/11,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,6694,0,1752,1758,3510,0,52.4,101,0,1.5,3083,46.1,0,0,0,5883,0,1370,1758,3128,0,53.2,2667,45.3,15138,389,44664,132,0,0,0,2010
Q2,July to September,2010/11,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2850,0,738,256,994,0,34.9,4,0,0.1,1852,65,0,0,0,2521,0,682,256,938,0,37.2,1579,62.7,6914,365,17010,148,0,0,0,2010
Q2,July to September,2010/11,95VV,Newry and Mourne,SWaMP2008,Finalised,12920,0,2607,1799,4406,0,34.1,0,0,0,8514,65.9,0,0,0,11445,0,2604,1799,4403,0,38.5,7042,61.5,34735,330,99136,115,0,0,0,2010
Q2,July to September,2010/11,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,12722,0,2248,3491,5739,0,45.1,0,0,0,6897,54.2,0,0,0,11431,0,2203,3450,5653,0,49.5,5707,49.9,33938,337,84660,135,0,0,0,2010
Q2,July to September,2010/11,95XX,North Down,arc21 (pre April 2015),Finalised,13099,0,3105,3140,6245,0,47.7,25,0,0.2,6814,52,0,0,0,10838,0,2275,3140,5415,0,50,5388,49.7,32836,330,79004,137,0,0,0,2010
Q2,July to September,2010/11,95YY,Omagh,SWaMP2008,Finalised,6785,0,1711,1195,2906,0,42.8,55,0,0.8,3794,55.9,0,0,0,6099,0,1541,1195,2736,0,44.9,3283,53.8,18906,323,51116,119,0,0,0,2010
Q2,July to September,2010/11,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,5030,0,1403,332,1736,0,34.5,150,0,3,3145,62.5,0,0,0,4707,0,1366,332,1699,0,36.1,2871,61,15144,311,39825,118,0,0,0,2010
Q2,July to September,2010/11,NI,Northern Ireland,0,Finalised,262078,0,55214,49299,104514,0,39.9,2075,0,0.8,154913,59.1,0,0,0,231713,0,47770,49180,96950,0,41.8,132411,57.1,708290,327,1804833,128,0,0,0,2010
Q3,October to December,2010/11,95AA,Antrim,arc21 (pre April 2015),Finalised,7743,0,2106,1430,3536,0,45.7,27,0,0.3,4171,53.9,0,0,0,6535,0,1279,1430,2708,0,41.4,3794,58.1,19680,332,53384,122,0,0,0,2010
Q3,October to December,2010/11,95BB,Ards,arc21 (pre April 2015),Finalised,9705,0,1939,1365,3304,0,34,43,0,0.4,6358,65.5,0,0,0,8827,0,1864,1365,3229,0,36.6,5561,63,31665,279,77855,113,0,0,0,2010
Q3,October to December,2010/11,95CC,Armagh,SWaMP2008,Finalised,6468,0,1588,767,2355,0,36.4,403,0,6.2,3677,56.9,0,0,0,5614,0,1255,767,2022,0,36,3207,57.1,21634,260,59137,95,0,0,0,2010
Q3,October to December,2010/11,95DD,Ballymena,arc21 (pre April 2015),Finalised,7607,0,1272,832,2104,0,27.7,0,0,0,5501,72.3,0,0,0,6906,0,1053,832,1885,0,27.3,5020,72.7,24950,277,63723,108,0,0,0,2010
Q3,October to December,2010/11,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3408,0,648,306,954,0,28,23,0,0.7,2430,71.3,0,0,0,3087,0,592,306,898,0,29.1,2168,70.2,11622,266,30975,100,0,0,0,2010
Q3,October to December,2010/11,95FF,Banbridge,SWaMP2008,Finalised,6264,0,1243,1488,2732,0,43.6,0,0,0,3532,56.4,0,0,0,5782,0,989,1458,2447,0,42.3,3335,57.7,18366,315,47821,121,0,0,0,2010
Q3,October to December,2010/11,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,36427,0,5246,2737,7982,0,21.9,90,0,0.2,28353,77.8,0,0,0,29926,0,5045,2702,7746,0,25.9,22107,73.9,122182,245,280489,107,0,0,0,2010
Q3,October to December,2010/11,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5159,0,1249,598,1847,0,35.8,0,0,0,3312,64.2,0,0,0,4243,0,897,598,1495,0,35.2,2748,64.8,16255,261,39282,108,0,0,0,2010
Q3,October to December,2010/11,95II,Castlereagh,arc21 (pre April 2015),Finalised,7015,0,1496,961,2457,0,35,15,0,0.2,4500,64.2,0,0,0,6608,0,1354,961,2314,0,35,4239,64.2,27816,238,67126,98,0,0,0,2010
Q3,October to December,2010/11,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,8157,0,1558,731,2289,0,28.1,222,0,2.7,5539,67.9,0,0,0,7250,0,1505,731,2236,0,30.8,4820,66.5,24435,297,58868,123,0,0,0,2010
Q3,October to December,2010/11,95KK,Cookstown,SWaMP2008,Finalised,4495,0,831,580,1411,0,31.4,30,0,0.7,3054,67.9,0,0,0,3982,0,688,580,1268,0,31.8,2686,67.4,13116,304,36581,109,0,0,0,2010
Q3,October to December,2010/11,95LL,Craigavon,SWaMP2008,Finalised,11068,0,2338,1148,3486,0,31.5,2201,0,19.9,5373,48.5,0,0,0,10070,0,2277,1148,3425,0,34,4713,46.8,36228,278,92242,109,0,0,0,2010
Q3,October to December,2010/11,95MM,Derry,NWRWMG (pre April 2015),Finalised,13357,0,3363,238,3601,0,27,0,0,0,9756,73,0,0,0,12010,0,3044,238,3282,0,27.3,8728,72.7,41194,292,108323,111,0,0,0,2010
Q3,October to December,2010/11,95NN,Down,arc21 (pre April 2015),Finalised,7930,0,1313,640,1953,0,24.6,33,0,0.4,5944,75,0,0,0,7136,0,1311,629,1940,0,27.2,5168,72.4,26210,272,69698,102,0,0,0,2010
Q3,October to December,2010/11,95OO,Dungannon,SWaMP2008,Finalised,6881,0,1027,998,2025,0,29.4,35,0,0.5,4821,70.1,0,0,0,6414,0,1025,998,2024,0,31.5,4356,67.9,20678,310,57263,112,0,0,0,2010
Q3,October to December,2010/11,95PP,Fermanagh,SWaMP2008,Finalised,7788,0,1715,718,2433,0,31.2,0,0,0,5336,68.5,0,0,0,6656,0,1346,718,2065,0,31,4572,68.7,24358,273,61803,108,0,0,0,2010
Q3,October to December,2010/11,95QQ,Larne,arc21 (pre April 2015),Finalised,4317,0,809,572,1381,0,32,19,0,0.4,2909,67.4,0,0,0,3662,0,768,572,1339,0,36.6,2300,62.8,13461,272,32152,114,0,0,0,2010
Q3,October to December,2010/11,95RR,Limavady,NWRWMG (pre April 2015),Finalised,3861,0,1117,302,1419,0,36.7,116,0,3,2285,59.2,0,0,0,3821,0,1079,302,1381,0,36.1,2283,59.8,12268,311,33254,115,0,0,0,2010
Q3,October to December,2010/11,95SS,Lisburn,arc21 (pre April 2015),Finalised,13619,0,2598,2017,4616,0,33.9,65,0,0.5,8798,64.6,0,0,0,12321,0,2213,2017,4230,0,34.3,7906,64.2,45746,269,119442,103,0,0,0,2010
Q3,October to December,2010/11,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5480,0,1744,1103,2847,0,52,394,0,7.2,2239,40.9,0,0,0,4741,0,1443,1103,2546,0,53.7,1867,39.4,15166,313,44664,106,0,0,0,2010
Q3,October to December,2010/11,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2064,0,523,113,636,0,30.8,0,0,0,1428,69.2,0,0,0,1824,0,497,113,610,0,33.5,1214,66.5,6940,263,17010,107,0,0,0,2010
Q3,October to December,2010/11,95VV,Newry and Mourne,SWaMP2008,Finalised,11212,0,1876,749,2625,0,23.4,116,0,1,8470,75.5,0,0,0,9786,0,1873,749,2623,0,26.8,7047,72,34846,281,99136,99,0,0,0,2010
Q3,October to December,2010/11,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,10160,0,1879,1533,3413,0,33.6,0,0,0,6699,65.9,0,0,0,9324,0,1849,1509,3359,0,36,5923,63.5,34020,274,84660,110,0,0,0,2010
Q3,October to December,2010/11,95XX,North Down,arc21 (pre April 2015),Finalised,10507,0,2411,1465,3876,0,36.9,50,0,0.5,6556,62.4,0,0,0,8712,0,1968,1465,3434,0,39.4,5214,59.8,32906,265,79004,110,0,0,0,2010
Q3,October to December,2010/11,95YY,Omagh,SWaMP2008,Finalised,5908,0,1362,724,2086,0,35.3,46,0,0.8,3743,63.4,0,0,0,5289,0,1272,724,1996,0,37.7,3219,60.9,18941,279,51116,103,0,0,0,2010
Q3,October to December,2010/11,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4601,0,1147,124,1271,0,27.6,138,0,3,3192,69.4,0,0,0,4245,0,1107,124,1231,0,29,2889,68.1,15165,280,39825,107,0,0,0,2010
Q3,October to December,2010/11,NI,Northern Ireland,0,Finalised,221199,0,44398,24241,68639,0,31,4064,0,1.8,147976,66.9,0,0,0,194773,0,39593,24140,63733,0,32.7,127084,65.2,709848,274,1804833,108,0,0,0,2010
Q4,January to March,2010/11,95AA,Antrim,arc21 (pre April 2015),Finalised,7976,0,2027,1363,3390,0,42.5,25,0,0.3,4449,55.8,0,0,0,7011,0,1500,1363,2863,0,40.8,4024,57.4,19646,357,53384,131,0,0,0,2010
Q4,January to March,2010/11,95BB,Ards,arc21 (pre April 2015),Finalised,10531,0,2181,1297,3478,0,33,34,0,0.3,7019,66.7,0,0,0,9659,0,2115,1297,3412,0,35.3,6217,64.4,31790,304,77855,124,0,0,0,2010
Q4,January to March,2010/11,95CC,Armagh,SWaMP2008,Finalised,7383,0,1847,944,2791,0,37.8,681,0,9.2,3887,52.7,0,0,0,6461,0,1445,944,2389,0,37,3445,53.3,21682,298,59137,109,0,0,0,2010
Q4,January to March,2010/11,95DD,Ballymena,arc21 (pre April 2015),Finalised,7925,0,1573,703,2276,0,28.7,0,0,0,5649,71.3,0,0,0,7203,0,1302,703,2005,0,27.8,5198,72.2,24937,289,63723,113,0,0,0,2010
Q4,January to March,2010/11,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3698,0,778,185,962,0,26,57,0,1.6,2678,72.4,0,0,0,3271,0,723,185,908,0,27.8,2313,70.7,11619,282,30975,106,0,0,0,2010
Q4,January to March,2010/11,95FF,Banbridge,SWaMP2008,Finalised,6922,0,1476,1757,3232,0,46.7,0,0,0,3690,53.3,0,0,0,6381,0,1162,1728,2890,0,45.3,3491,54.7,18441,346,47821,133,0,0,0,2010
Q4,January to March,2010/11,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,36349,0,6155,2521,8676,0,23.9,373,0,1,27077,74.5,0,0,0,30074,0,5951,2426,8377,0,27.9,21231,70.6,122359,246,280489,107,0,0,0,2010
Q4,January to March,2010/11,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5486,0,1430,584,2013,0,36.7,0,0,0,3472,63.3,0,0,0,4495,0,991,584,1574,0,35,2921,65,16274,276,39282,114,0,0,0,2010
Q4,January to March,2010/11,95II,Castlereagh,arc21 (pre April 2015),Finalised,7407,0,1734,1168,2902,0,39.2,13,0,0.2,4433,59.8,0,0,0,6962,0,1565,1168,2733,0,39.3,4163,59.8,27884,250,67126,104,0,0,0,2010
Q4,January to March,2010/11,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,8197,0,1975,502,2477,0,30.2,481,0,5.9,5216,63.6,0,0,0,7240,0,1900,502,2402,0,33.2,4430,61.2,24463,296,58868,123,0,0,0,2010
Q4,January to March,2010/11,95KK,Cookstown,SWaMP2008,Finalised,5171,0,1079,786,1865,0,36.1,34,0,0.7,3272,63.3,0,0,0,4407,0,889,786,1675,0,38,2699,61.2,13086,337,36581,120,0,0,0,2010
Q4,January to March,2010/11,95LL,Craigavon,SWaMP2008,Finalised,11621,0,2988,1093,4080,0,35.1,4005,0,34.5,3531,30.4,0,0,0,10474,0,2876,1093,3969,0,37.9,3053,29.2,36401,288,92242,114,0,0,0,2010
Q4,January to March,2010/11,95MM,Derry,NWRWMG (pre April 2015),Finalised,14950,0,3920,195,4114,0,27.5,0,0,0,10836,72.5,0,0,0,13408,0,3473,195,3667,0,27.4,9741,72.6,41335,324,108323,124,0,0,0,2010
Q4,January to March,2010/11,95NN,Down,arc21 (pre April 2015),Finalised,8228,0,1666,645,2310,0,28.1,30,0,0.4,5888,71.6,0,0,0,7555,0,1661,628,2289,0,30.3,5239,69.3,26304,287,69698,108,0,0,0,2010
Q4,January to March,2010/11,95OO,Dungannon,SWaMP2008,Finalised,7575,0,1718,931,2649,0,35,70,0,0.9,4856,64.1,0,0,0,7077,0,1705,931,2636,0,37.2,4371,61.8,20715,342,57263,124,0,0,0,2010
Q4,January to March,2010/11,95PP,Fermanagh,SWaMP2008,Finalised,8387,0,1957,412,2369,0,28.2,0,0,0,5995,71.5,0,0,0,7182,0,1419,412,1831,0,25.5,5327,74.2,24321,295,61803,116,0,0,0,2010
Q4,January to March,2010/11,95QQ,Larne,arc21 (pre April 2015),Finalised,4589,0,1122,529,1651,0,36,16,0,0.3,2852,62.2,0,0,0,3848,0,950,520,1470,0,38.2,2356,61.2,13367,288,32152,120,0,0,0,2010
Q4,January to March,2010/11,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4342,0,1067,106,1173,0,27,257,0,5.9,2859,65.8,0,0,0,4131,0,1021,106,1127,0,27.3,2707,65.5,12364,334,33254,124,0,0,0,2010
Q4,January to March,2010/11,95SS,Lisburn,arc21 (pre April 2015),Finalised,14509,0,3018,1959,4977,0,34.3,50,0,0.3,9351,64.4,0,0,0,13222,0,2576,1959,4535,0,34.3,8521,64.4,45736,289,119442,111,0,0,0,2010
Q4,January to March,2010/11,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5791,0,1989,1030,3019,0,52.1,897,0,15.5,1875,32.4,0,0,0,5055,0,1698,1030,2728,0,54,1578,31.2,15202,333,44664,113,0,0,0,2010
Q4,January to March,2010/11,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2305,0,685,86,771,0,33.5,0,0,0,1533,66.5,0,0,0,2028,0,630,86,716,0,35.3,1311,64.7,6960,291,17010,119,0,0,0,2010
Q4,January to March,2010/11,95VV,Newry and Mourne,SWaMP2008,Finalised,11974,0,2498,831,3329,0,27.8,162,0,1.4,8482,70.8,0,0,0,10406,0,2498,831,3329,0,32,6916,66.5,35090,297,99136,105,0,0,0,2010
Q4,January to March,2010/11,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,10241,0,2106,1645,3751,0,36.6,0,0,0,6409,62.6,0,0,0,9532,0,2065,1613,3679,0,38.6,5779,60.6,34107,279,84660,113,0,0,0,2010
Q4,January to March,2010/11,95XX,North Down,arc21 (pre April 2015),Finalised,11165,0,2901,1277,4178,0,37.4,40,0,0.4,6918,62,0,0,0,9199,0,2357,1273,3630,0,39.5,5509,59.9,32917,279,79004,116,0,0,0,2010
Q4,January to March,2010/11,95YY,Omagh,SWaMP2008,Finalised,6437,0,1507,598,2106,0,32.7,47,0,0.7,4148,64.4,0,0,0,5875,0,1430,598,2028,0,34.5,3679,62.6,18992,309,51116,115,0,0,0,2010
Q4,January to March,2010/11,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,5160,0,1442,68,1510,0,29.3,308,0,6,3342,64.8,0,0,0,4659,0,1383,68,1451,0,31.1,2938,63.1,15198,307,39825,117,0,0,0,2010
Q4,January to March,2010/11,NI,Northern Ireland,0,Finalised,234319,0,52837,23215,76051,0,32.5,7581,0,3.2,149716,63.9,0,0,0,206814,0,47283,23030,70313,0,34,129156,62.5,711192,291,1804833,115,0,0,0,2010
Q1,April to June,2011/12,95AA,Antrim,arc21 (pre April 2015),Finalised,9555,0,2779,2727,5506,0,57.6,22,0,0.2,3966,41.5,0,0,0,7998,0,1681,2727,4408,0,55.1,3516,44,19683,406,53632,149,0,0,0,2011
Q1,April to June,2011/12,95BB,Ards,arc21 (pre April 2015),Finalised,11555,0,2082,2818,4900,0,42.4,34,0,0.3,6621,57.3,0,0,0,10469,0,2010,2818,4828,0,46.1,5612,53.6,31876,328,78047,134,0,0,0,2011
Q1,April to June,2011/12,95CC,Armagh,SWaMP2008,Finalised,7824,0,1816,1727,3544,0,45.3,535,0,6.8,3722,47.6,0,0,0,6952,0,1439,1687,3127,0,45,3324,47.8,21721,320,59651,117,0,0,0,2011
Q1,April to June,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,8690,0,1489,1679,3169,0,36.5,0,0,0,5520,63.5,0,0,0,7905,0,1155,1679,2834,0,35.8,5070,64.1,24982,316,64127,123,0,0,0,2011
Q1,April to June,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,4349,0,867,847,1714,0,39.4,37,0,0.9,2598,59.7,0,0,0,3771,0,712,847,1559,0,41.3,2181,57.8,11636,324,31276,121,0,0,0,2011
Q1,April to June,2011/12,95FF,Banbridge,SWaMP2008,Finalised,7374,0,1600,2550,4149,0,56.3,21,0,0.3,3157,42.8,0,0,0,6758,0,1220,2491,3710,0,54.9,2984,44.2,18482,366,48333,140,0,0,0,2011
Q1,April to June,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,38994,0,5734,5205,10939,0,28.1,67,0,0.2,27727,71.1,0,0,0,32785,0,5547,5148,10695,0,32.6,21821,66.6,122851,267,280922,117,0,0,0,2011
Q1,April to June,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,6668,0,1995,1384,3379,0,50.7,0,0,0,3290,49.3,0,0,0,5324,0,1035,1384,2419,0,45.4,2905,54.6,16297,327,39102,136,0,0,0,2011
Q1,April to June,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,8535,0,1670,2105,3775,0,44.2,10,0,0.1,4676,54.8,0,0,0,8025,0,1420,2105,3525,0,43.9,4421,55.1,27911,288,67418,119,0,0,0,2011
Q1,April to June,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,10281,0,2280,1706,3987,0,38.8,422,0,4.1,5872,57.1,0,0,0,9076,0,1902,1706,3609,0,39.8,5090,56.1,24486,371,58959,154,0,0,0,2011
Q1,April to June,2011/12,95KK,Cookstown,SWaMP2008,Finalised,5341,0,1073,1185,2257,0,42.3,26,0,0.5,3058,57.2,0,0,0,4766,0,803,1185,1988,0,41.7,2753,57.8,13120,363,37098,128,0,0,0,2011
Q1,April to June,2011/12,95LL,Craigavon,SWaMP2008,Finalised,13418,0,2467,2892,5359,0,39.9,3176,0,23.7,4879,36.4,0,0,0,12458,0,2413,2892,5305,0,42.6,4346,34.9,36488,341,93334,133,0,0,0,2011
Q1,April to June,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,14711,0,3847,523,4369,0,29.7,0,0,0,10342,70.3,0,0,0,12928,0,3217,523,3740,0,28.9,9234,71.4,41431,312,108261,119,0,0,0,2011
Q1,April to June,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,9211,0,1432,1466,2898,0,31.5,28,0,0.3,6285,68.2,0,0,0,8403,0,1429,1447,2876,0,34.2,5502,65.5,26342,319,69934,120,0,0,0,2011
Q1,April to June,2011/12,95OO,Dungannon,SWaMP2008,Finalised,8083,0,1457,1807,3264,0,40.4,55,0,0.7,4765,58.9,0,0,0,7572,0,1446,1807,3253,0,43,4265,56.3,20747,365,58100,130,0,0,0,2011
Q1,April to June,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,7569,0,2140,696,2835,0,37.5,0,0,0,4705,62.2,0,0,0,6568,0,1709,696,2405,0,36.6,4135,63,24378,269,62006,106,0,0,0,2011
Q1,April to June,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,5480,0,1573,1370,2943,0,53.7,14,0,0.3,2519,46,0,0,0,4539,0,945,1370,2315,0,51,2208,48.6,13405,339,32136,141,0,0,0,2011
Q1,April to June,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4844,0,1156,588,1744,0,36,170,0,3.5,2891,59.7,0,0,0,4632,0,1108,588,1696,0,36.6,2737,59.1,12380,374,33610,138,0,0,0,2011
Q1,April to June,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,16162,0,3176,3958,7133,0,44.1,46,0,0.3,8890,55,0,0,0,14503,0,2474,3958,6432,0,44.3,7946,54.8,45855,316,120486,120,0,0,0,2011
Q1,April to June,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,6565,0,2229,1836,4064,0,61.9,716,0,10.9,1784,27.2,0,0,0,5809,0,1784,1836,3619,0,62.3,1566,27,15242,381,45132,129,0,0,0,2011
Q1,April to June,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2508,0,748,364,1111,0,44.3,0,0,0,1397,55.7,0,0,0,2256,0,694,364,1057,0,46.9,1199,53.1,6967,324,17062,132,0,0,0,2011
Q1,April to June,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,12783,0,2331,2023,4354,0,34.1,88,0,0.7,8340,65.2,0,0,0,11283,0,2328,2023,4351,0,38.6,6844,60.7,35146,321,100003,113,0,0,0,2011
Q1,April to June,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,11821,0,2088,3088,5176,0,43.8,0,0,0,6563,55.5,0,0,0,10803,0,2049,3060,5109,0,47.3,5624,52.1,34167,316,85019,127,0,0,0,2011
Q1,April to June,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,12673,0,3260,2966,6226,0,49.1,37,0,0.3,6380,50.3,0,0,0,10371,0,2347,2925,5272,0,50.8,5039,48.6,32942,315,79245,131,0,0,0,2011
Q1,April to June,2011/12,95YY,Omagh,SWaMP2008,Finalised,6585,0,1523,1334,2857,0,43.4,50,0,0.8,3698,56.2,0,0,0,5955,0,1426,1334,2760,0,46.3,3162,53.1,19016,313,51495,116,0,0,0,2011
Q1,April to June,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,5280,0,1388,330,1718,0,32.5,204,0,3.9,3358,63.6,0,0,0,4789,0,1328,330,1658,0,34.6,2952,61.6,15223,315,39930,120,0,0,0,2011
Q1,April to June,2011/12,NI,Northern Ireland,0,Finalised,256858,0,54201,49170,103372,0,40.2,5758,0,2.2,147002,57.2,0,0,0,226696,0,45622,48925,94547,0,41.7,126435,55.8,712773,318,1814318,125,0,0,0,2011
Q2,July to September,2011/12,95AA,Antrim,arc21 (pre April 2015),Finalised,9724,0,2780,2708,5488,0,56.4,31,0,0.3,4139,42.6,0,0,0,8047,0,1516,2708,4224,0,52.5,3734,46.4,19725,408,53632,150,0,0,0,2011
Q2,July to September,2011/12,95BB,Ards,arc21 (pre April 2015),Finalised,11320,0,1911,2832,4743,0,41.9,43,0,0.4,6534,57.7,0,0,0,10370,0,1841,2832,4673,0,45.1,5660,54.6,31923,325,78047,133,0,0,0,2011
Q2,July to September,2011/12,95CC,Armagh,SWaMP2008,Finalised,7413,0,1767,1631,3398,0,45.8,562,0,7.6,3428,46.3,0,0,0,6634,0,1375,1579,2954,0,44.5,3141,47.4,21769,305,59651,111,0,0,0,2011
Q2,July to September,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,8378,0,1595,1660,3255,0,38.9,0,0,0,5122,61.1,0,0,0,7622,0,1273,1660,2933,0,38.5,4688,61.5,25064,304,64127,119,0,0,0,2011
Q2,July to September,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,4262,0,901,851,1752,0,41.1,61,0,1.4,2449,57.5,0,0,0,3749,0,740,851,1591,0,42.4,2105,56.2,11668,321,31276,120,0,0,0,2011
Q2,July to September,2011/12,95FF,Banbridge,SWaMP2008,Finalised,7338,0,1571,2648,4220,0,57.5,16,0,0.2,3073,41.9,0,0,0,6705,0,1137,2626,3763,0,56.1,2901,43.3,18518,362,48333,139,0,0,0,2011
Q2,July to September,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,38667,0,5644,4865,10509,0,27.2,134,0,0.3,27742,71.7,0,0,0,32425,0,5453,4779,10232,0,31.6,21861,67.4,122916,264,280922,115,0,0,0,2011
Q2,July to September,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,6913,0,2241,1412,3653,0,52.8,0,0,0,3260,47.2,0,0,0,5264,0,971,1412,2383,0,45.3,2881,54.7,16310,323,39102,135,0,0,0,2011
Q2,July to September,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,8509,0,1745,2377,4122,0,48.4,15,0,0.2,4296,50.5,0,0,0,7959,0,1461,2377,3839,0,48.2,4035,50.7,27938,285,67418,118,0,0,0,2011
Q2,July to September,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,9308,0,2248,1280,3528,0,37.9,463,0,5,5317,57.1,0,0,0,8240,0,1999,1280,3279,0,39.8,4563,55.4,24531,336,58959,140,0,0,0,2011
Q2,July to September,2011/12,95KK,Cookstown,SWaMP2008,Finalised,5137,0,1183,1206,2389,0,46.5,25,0,0.5,2723,53,0,0,0,4564,0,897,1206,2103,0,46.1,2437,53.4,13148,347,37098,123,0,0,0,2011
Q2,July to September,2011/12,95LL,Craigavon,SWaMP2008,Finalised,12358,0,2856,2744,5600,0,45.3,3212,0,26,3472,28.1,0,0,0,11479,0,2773,2744,5517,0,48.1,3071,26.8,36562,314,93334,123,0,0,0,2011
Q2,July to September,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,14428,0,4053,591,4644,0,32.2,18,0,0.1,9766,67.7,0,0,0,12633,0,3357,591,3948,0,31.3,8668,68.6,41520,304,108261,117,0,0,0,2011
Q2,July to September,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,7940,0,1297,1236,2533,0,31.9,24,0,0.3,5383,67.8,0,0,0,7238,0,1294,1204,2498,0,34.5,4719,65.2,26374,274,69934,104,0,0,0,2011
Q2,July to September,2011/12,95OO,Dungannon,SWaMP2008,Finalised,7433,0,1548,1705,3252,0,43.8,40,0,0.5,4142,55.7,0,0,0,6988,0,1538,1705,3243,0,46.4,3706,53,20782,336,58100,120,0,0,0,2011
Q2,July to September,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,7684,0,2180,798,2978,0,38.8,5,0,0.1,4668,60.7,0,0,0,6769,0,1699,798,2497,0,36.9,4235,62.6,24426,277,62006,109,0,0,0,2011
Q2,July to September,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,5748,0,1810,1334,3144,0,54.7,393,0,6.8,2206,38.4,0,0,0,4769,0,1198,1334,2532,0,53.1,1894,39.7,13430,355,32136,148,0,0,0,2011
